id;date;kto_from;kto_to;description;amount;currency_symbol
12500;17.06.2012 11:52:51;1515;1298;Obstler, Kafeelikör,  Kufsteintreffen am 19.6.2012;2;Tt.
12501;17.06.2012 11:57:16;999;1496;Rückbuchung, da Konto ruhig gestellt war;10;Tt.
12502;17.06.2012 11:57:57;999;1496;für super guten Kuchen, danke,  Kufsteintreffen am 19.6.2012;2;Tt.
12503;17.06.2012 12:00:43;1701;1298;Schnaps, Polent, Suppe,  Kufsteintreffen am 19.6.2012;1,05;Tt.
12505;17.06.2012 12:02:03;1701;3026;Kisten;3;Tt.
12506;17.06.2012 12:04:11;1298;3026;Eier, lt. Fax;0,6;Tt.
12507;17.06.2012 12:05:06;1298;3026;2 x Brot, 10 Eier,  Kufsteintreffen am 19.6.2012;0,87;Tt.
12508;17.06.2012 12:05:54;1667;3026;Eier,  Kufsteintreffen am 19.6.2012;0,27;Tt.
12509;17.06.2012 12:07:50;10249;3026;Brot,  Kufsteintreffen am 19.6.2012;0,3;Tt.
12510;17.06.2012 12:09:12;1515;3026;Brot,  Kufsteintreffen am 19.6.2012;0,3;Tt.
12511;17.06.2012 12:10:03;1515;10249;Eier,  Kufsteintreffen am 19.6.2012;0,17;Tt.
12512;17.06.2012 12:10:51;999;1597;Raumnutzung für Kufsteintreffen am 19.6.2012;2;Tt.
12513;17.06.2012 12:12:28;1298;1496;Kekse,  Kufsteintreffen am 19.6.2012;0,8;Tt.
12514;17.06.2012 12:12:59;1298;1533;Kuchen,  Kufsteintreffen am 19.6.2012;0,5;Tt.
12515;17.06.2012 12:13:58;1496;1298;Suppe,  Kufsteintreffen am 19.6.2012;0,18;Tt.
12516;18.06.2012 14:57:04;1665;1473;4 WEinreben ;5;Tt.
12517;19.06.2012 13:48:37;1715;1597;5 Elemente-Turnen am 18.6.2012;1;Tt.
12518;20.06.2012 20:51:02;1420;3028;Betreuung der Mutter lt. Tel. am 20.06.2012;10;Tt.
12519;20.06.2012 20:51:52;1420;1620;Abnehmen in Hypnose ;8;Tt.
12520;21.06.2012 10:26:32;1540;1658;Vielen Dank für 2x Training!;6;Tt.
12521;21.06.2012 13:56:27;2007;1536;Kapuzinerkresse;1;Tt.
12522;21.06.2012 13:56:57;2007;1545;Gartenarbeit;3;Tt.
12523;21.06.2012 13:59:00;1596;1536;Kapuzinerkresse;0,8;Tt.
12524;21.06.2012 13:59:39;1619;1536;Kräuter;0,1;Tt.
12525;21.06.2012 14:00:36;1540;1536;Balance;3;Tt.
12526;21.06.2012 14:00:57;1540;1536;Kräuter;1,02;Tt.
12527;21.06.2012 14:02:04;1617;1596;Karten;0,75;Tt.
12528;21.06.2012 14:03:03;1536;1619;Buch;0,6;Tt.
12529;21.06.2012 14:03:30;1536;1554;Küche weiseln bei Frau Soyer;2,5;Tt.
12531;21.06.2012 18:44:47;4166;1694;Energieberatung;1;Tt.
12532;21.06.2012 21:15:00;1505;1295;schöne ölmassage;2;Tt.
12533;21.06.2012 21:55:23;1295;1330;Rollos in der Praxis;2;Tt.
12534;22.06.2012 07:33:52;1650;4355;waschen und legen;2;Tt.
12535;22.06.2012 10:01:00;1515;1137;Fenchel, Rohnen, Salat;0,45;Tt.
12536;22.06.2012 10:05:00;1515;1137;"Ausgleich für Zahlung am 22/06/2012
Fenchel, Rohnen, Salat";-0,45;Tt.
12538;22.06.2012 17:08:01;5225;1311;1 Kiste Apfelsaft naturtrüb;1,8;Tt.
12539;23.06.2012 09:53:58;9063;1693;Rohkostköstlichkeiten und Sägemehlkekse, dankeschön Michi;3;Tt.
12540;24.06.2012 22:31:57;1715;1499;Hi und danke für Beamer- und Laptop-Check!;1;Tt.
12541;24.06.2012 23:17:58;999;1688;Kuchen für Kernteamtreffen am 22.6.2012;1;Tt.
12542;24.06.2012 23:19:22;999;1137;Haus der Begegnung 10 x Salat;1;Tt.
12544;24.06.2012 23:22:29;1515;1667;Massage am 22.6.2012;2,5;Tt.
12545;25.06.2012 09:06:11;1220;8896;1 Klass.Mass.-1,5 h am 21.6.12;2;Tt.
12546;25.06.2012 19:23:34;1515;1505;danke für deine Mithilfe im Garten;2;Tt.
12547;25.06.2012 19:56:20;1619;1545;Putzen;2;Tt.
12548;27.06.2012 12:06:08;1489;4389;"Hallo Veronika, hatten doch 0,5 Tt vereinabrt für die ""Regal- Unterstützung"", oder habe ich dich vielleicht falsch verstanden? LG, Silvia";0,5;Tt.
12549;27.06.2012 22:56:18;1515;1701;2 Kissen, die noch ausstanden;2;Tt.
12550;27.06.2012 22:56:49;1515;1681;danke für deine Mithilfe;4;Tt.
12551;27.06.2012 23:01:43;999;1515;Buchungen & Organisation für Februar 2012;30;Tt.
12552;27.06.2012 23:03:54;999;1515;Buchungen & Organisation für März 2012;30;Tt.
12553;29.06.2012 07:08:34;1483;9224;"Massage.
hat gut getan, vielen Dank.";1,5;Tt.
12554;29.06.2012 18:56:14;3205;1620;Hypnosekurs;8;Tt.
12555;30.06.2012 10:53:45;1377;3598;2 Seifen;1;Tt.
12556;30.06.2012 10:55:55;1377;2419;Rhabarber;0,4;Tt.
12557;30.06.2012 10:56:40;1489;3598;1 Seife;0,5;Tt.
12558;30.06.2012 10:57:28;1489;1377;Kräuter;1,5;Tt.
12559;30.06.2012 10:58:08;1489;2419;Nüsse, Lindenblütentee;0,7;Tt.
12560;30.06.2012 11:00:03;2419;1377;Salbe, Tropfen, Essig, Kräutersalz;1,3;Tt.
12561;30.06.2012 11:02:51;1489;4166;Tauchsieder;0,5;Tt.
12562;30.06.2012 12:16:32;1667;5256;Diverse Arbeiten im Haus, Garten und Wald am 30.06.2012;9,1;Tt.
12563;30.06.2012 12:56:49;1505;1295;Hollersirup Extraklasse;0,1;Tt.
12564;01.07.2012 08:53:28;1620;1420;Praxispflege;7;Tt.
12565;01.07.2012 20:09:55;1536;1545;Garten;2;Tt.
12566;02.07.2012 09:40:20;1220;4389;berichtigte Rechnung, ich hoffe diesmal stimmt's !? lg;6;Tt.
12568;04.07.2012 10:03:06;1515;5763;5 x Ostereier;2,5;Tt.
12569;04.07.2012 12:44:00;5056;1569;danke für Info und Bewirtung ;2;Tt.
12574;06.07.2012 09:42:53;5225;1620;2 x Abnehmen mit Hypnose, Do. 5.7.12;2;Tt.
12575;06.07.2012 18:04:09;1620;5763;5 gehäkelte Eier, Vorhänge kürzen;4;Tt.
12577;08.07.2012 12:49:33;1515;1681;danke für deine Mithilfe am 4.7.2012;5;Tt.
12578;08.07.2012 12:50:27;1515;1667;Massage danke am 6.7.2012;2,5;Tt.
12579;09.07.2012 09:54:40;1619;1671;Putzen;1,5;Tt.
12582;10.07.2012 21:58:50;1620;1515;Mixer;4;Tt.
12583;10.07.2012 21:59:17;1620;3598;3 x Seife;1,5;Tt.
12605;13.07.2012 12:02:31;1515;1665;Fenchel, Salat, 2 x Kohlrabi (Tauschtreffen Juni Schwaz);0,45;Tt.
12606;13.07.2012 12:04:38;9842;1665;2 x Rohnen, Salat (Tauschtreffen Juni Schwaz);0,3;Tt.
12607;13.07.2012 12:07:28;9842;1665;Mangold, Rohnen (Tauschtreffen Juni Schwaz);0,3;Tt.
12608;13.07.2012 12:12:17;6558;1665;2 x Fenchel (Tauschtreffen Juni Schwaz);0,3;Tt.
12609;13.07.2012 12:15:01;6558;1665;2 x Salat, 3 x Fenchel (Tauschtreffen Juni Schwaz);0,65;Tt.
12610;13.07.2012 12:16:38;1693;1665;Rohne (Tauschtreffen Juni Schwaz);0,15;Tt.
12611;13.07.2012 12:20:31;9063;1665;Mangold, 2 x Salat, Kohlrabi (Tauschtreffen Juni Schwaz);0,55;Tt.
12612;13.07.2012 12:27:40;7048;3205;Mehl, Amaranth, Dinkelstangen (Tauschtreffen Juni Schwaz);0,32;Tt.
12613;13.07.2012 12:30:11;1515;3205;Sesam, Bulgur, Haselnüsse gem., Sonnenblumenkerne, Sesam (Tauschtreffen Juni Schwaz);0,76;Tt.
12614;13.07.2012 12:35:33;10239;3205;div. Knabberstangen, Tortelettes (Tauschtreffen Juni Schwaz);1,31;Tt.
12615;13.07.2012 12:36:21;3305;3205;Sesam, Bulgur (Tauschtreffen Juni Schwaz);0,23;Tt.
12616;13.07.2012 12:39:27;1665;3205;Bulgur, Amaranth, Sonnenblumenkerne, Sesam, Kekse, Crunchi (Tauschtreffen Juni Schwaz);0,89;Tt.
12617;13.07.2012 12:40:53;1665;9842;Käse (Tauschtreffen Juni Schwaz);1,5;Tt.
12618;13.07.2012 12:42:02;1665;9842;"Ausgleich für Zahlung am 13/07/2012
Käse (Tauschtreffen Juni Schwaz)";-1,5;Tt.
12619;13.07.2012 12:42:37;1665;9842;Käse (Tauschtreffen Juni Schwaz);0,55;Tt.
12620;13.07.2012 12:44:23;9842;3205;Soße, Reisflocken (Tauschtreffen Juni Schwaz);0,35;Tt.
12621;13.07.2012 12:46:50;1665;1515;3 x Sugo (Tauschtreffen Juni Schwaz);1,5;Tt.
12622;13.07.2012 12:48:24;7048;9842;Käse (Tauschtreffen Juni Schwaz);0,7;Tt.
12623;13.07.2012 12:49:51;1515;9842;Schnaps, Käse (Tauschtreffen Juni Schwaz);2,5;Tt.
12624;13.07.2012 12:53:35;6558;3205;Gressini, Reisflocken, Biskuit, Soßen, (Tauschtreffen Juni Schwaz);0,84;Tt.
12625;13.07.2012 12:55:12;1665;9842;Birnenbrand (Tauschtreffen Juni Schwaz);1,5;Tt.
12626;13.07.2012 12:58:49;10239;9842;Birnenschnaps klein, 3 x Apfelsaft (Tauschtreffen Juni Schwaz);1,2;Tt.
12627;13.07.2012 13:00:43;6558;1515;Sugo, Topfenaufstrich (Tauschtreffen Juni Schwaz);0,95;Tt.
12628;13.07.2012 13:01:40;7048;3598;2 x Seifen (Tauschtreffen Juni Schwaz);1;Tt.
12630;13.07.2012 13:05:11;6558;1664;Nudeln (Tauschtreffen Juni Schwaz);0,04;Tt.
12631;13.07.2012 13:06:34;1693;1664;Nudeln (Tauschtreffen Juni Schwaz);0,04;Tt.
12632;13.07.2012 13:07:50;1665;1664;Nudeln (Tauschtreffen Juni Schwaz);0,08;Tt.
12633;13.07.2012 13:08:28;1515;1664;3 x Nudeln (Tauschtreffen Juni Schwaz);0,12;Tt.
12634;13.07.2012 13:11:45;1665;1137;2 Kartons Salst + Gemüse für Tauschtreffen Juni Schwaz;2,4;Tt.
12987;16.07.2012 09:49:33;1220;8896;1 Klass.Mass.am 13.7.12;2;Tt.
13509;17.07.2012 19:21:47;1515;1667;danke für deine Massage am 17.7.2012;2,5;Tt.
13518;18.07.2012 09:19:34;999;5056;manuealle Rückbuchung Mitgliedsbeitrag;1,25;Tt.
13519;18.07.2012 09:20:23;999;5056;für Verwaltungstätigkeiten;30;Tt.
14189;20.07.2012 11:09:10;1515;1700;danke für den super guten Fisch;1,05;Tt.
14297;20.07.2012 13:20:24;8375;1173;vielen, vielen herzlichen Dank :-);1;Tt.
14398;20.07.2012 22:11:44;1227;1220;"fotosession ""atelier für musiktherapie""";6,5;Tt.
14399;21.07.2012 11:06:34;1473;1295;für Massage, hat mir sehr gut getan. Fühle mich fit und lebendig. ;2;Tt.
14400;21.07.2012 11:09:22;1473;1715;Shiatsusitzung, danke! Freu mich schon auf unseren nächsten Termin. Gib mir bitte noch Bescheid darüber. lg Gertraud;1,5;Tt.
14401;21.07.2012 13:12:06;1667;5256;Stäbchen drexeln;7,5;Tt.
14403;22.07.2012 09:22:15;1667;5256;21.07.2012 Mithilfe;3;Tt.
14404;22.07.2012 17:42:28;1536;1552;Holz ;3;Tt.
14406;23.07.2012 01:27:24;1596;1622;Blumen u. Katze versorgen;1,5;Tt.
14407;23.07.2012 01:30:21;1596;1554;Malkurs 21.7.2012;1;Tt.
14408;23.07.2012 01:33:37;1536;1554;Malkurs 21.7.2012;1;Tt.
14412;23.07.2012 01:38:36;999;1554;Malkurs 21.7.2012, danke war super, super;7;Tt.
14413;23.07.2012 01:40:31;999;2007;Essen für Dani Pahle Malkurs 21.7.2012;1;Tt.
14414;23.07.2012 01:40:56;999;2007;Marmelade, Malkurs 21.7.2012;0,5;Tt.
14415;23.07.2012 01:43:04;3205;2007;Essen Malkurs 21.7.2012;1;Tt.
14416;23.07.2012 01:45:14;3205;8673;Marmelade Malkurs 21.7.2012;0,75;Tt.
14419;23.07.2012 01:48:36;1536;1554;"Ausgleich für Zahlung am 23/07/2012
Malkurs 21.7.2012";-1;Tt.
14420;23.07.2012 01:50:37;1536;2007;Essen, {Malkurs 21.7.2012);1;Tt.
14421;23.07.2012 01:51:24;1596;1554;"Ausgleich für Zahlung am 23/07/2012
Malkurs 21.7.2012";-1;Tt.
14422;23.07.2012 01:52:23;1596;2007;Essen {Malkurs 21.7.2012);1;Tt.
15074;24.07.2012 19:18:21;1378;1631;1 x Quitte, 1 x Nussgeist, 3 x Birne, 1 x Kirsch;10,2;Tt.
15623;26.07.2012 19:53:49;1620;5763;Vorhang kürzen;1;Tt.
15624;26.07.2012 19:54:16;1620;1420;Praxispflege;4;Tt.
15844;27.07.2012 20:20:07;1701;1665;Internetseite;25;Tt.
15846;27.07.2012 20:22:21;1701;1515;öl u. puffreis;0,5;Tt.
15847;27.07.2012 23:10:40;1664;5256;Ausbau Wohlfühlwagen;7;Tt.
16131;30.07.2012 16:38:41;1515;1681;danke für deine super Mithilfe am 25.7.2012;5,5;Tt.
16132;30.07.2012 16:39:24;1515;1667;danke für deine Massage am 22.7.2012;2,5;Tt.
16201;31.07.2012 11:56:19;999;6140;Marktbrief 2_2012. Vielen Dank!;10;Tt.
16267;31.07.2012 23:56:11;1515;8673;3 x Marmelade, Malkurs 21.7.2012;0,75;Tt.
16268;31.07.2012 23:57:52;1515;2007;danke für dein super Essen, Malkurs 21.7.2012;1;Tt.
16269;31.07.2012 23:59:16;9114;2007;Essen für Malkurs 21.7.2012;1;Tt.
16270;01.08.2012 00:01:19;5225;2007;Essen für Malkurs 21.7.2012;1;Tt.
16272;01.08.2012 00:04:18;8673;2007;Essen für Malkurs 21.7.2012;1;Tt.
16274;01.08.2012 00:10:02;1217;3028;Übernachtung Hugo Kraft;12;Tt.
16832;03.08.2012 11:34:58;1665;8302;Autark werden Kurs Juli: Samen- und Pflanzenkunde;5,25;Tt.
16885;03.08.2012 19:18:41;999;9081;Kuchen für Basar;1;Tt.
16887;03.08.2012 19:35:21;999;4173;Kuchen für Basar ;1;Tt.
16888;03.08.2012 19:36:21;999;1137;danke für die super gute Führung und Bewirtung, Basar;4;Tt.
16889;03.08.2012 19:37:40;1515;1667;danke für deine Massage am 3.8.2012;2,5;Tt.
16892;04.08.2012 16:58:53;1378;1137;div. Gemüse;0,8;Tt.
16896;06.08.2012 07:33:13;4166;1137;Gemüse;0,3;Tt.
16897;06.08.2012 07:33:54;4166;1688;Marmelade;0,3;Tt.
16898;06.08.2012 07:34:54;4166;2419;Walnüsse;0,35;Tt.
16899;06.08.2012 07:36:20;2419;1137;Gemüse;0,7;Tt.
16900;06.08.2012 07:37:20;2419;1377;Tee, Lavendel;0,65;Tt.
16901;06.08.2012 07:38:52;1489;1688;Kekse, Pesto;0,6;Tt.
16902;06.08.2012 07:39:35;1489;1137;Gemüse;0,6;Tt.
16903;06.08.2012 07:40:47;1235;2419;Tee;0,25;Tt.
16904;06.08.2012 07:41:26;1235;1377;Salbe;0,7;Tt.
16905;06.08.2012 07:42:42;1377;1688;Kekse;0,2;Tt.
16906;06.08.2012 07:43:31;1377;9081;Kräuterpulver;0,6;Tt.
16907;06.08.2012 07:44:10;1377;2419;Nüsse;0,5;Tt.
16908;06.08.2012 07:45:20;1688;1235;Polster nähen;1,5;Tt.
16909;06.08.2012 07:46:56;1680;1377;Blutwurztinktur;0,1;Tt.
16910;06.08.2012 07:47:41;1680;1137;Gemüse;1,1;Tt.
16912;06.08.2012 07:49:59;1483;1377;Essig, Wermutwein;1,3;Tt.
16913;06.08.2012 07:51:02;1526;1137;Gemüse;0,7;Tt.
16914;06.08.2012 07:51:36;1526;1688;Marmelade;0,3;Tt.
16915;06.08.2012 07:52:20;1526;1377;Sirup, Tee;1;Tt.
16916;06.08.2012 07:53:21;3598;1137;Gemüse;0,8;Tt.
16917;06.08.2012 07:54:12;3598;1377;Gebetsfahnen;1;Tt.
16918;06.08.2012 07:54:40;3598;2419;Tee;0,25;Tt.
16919;06.08.2012 07:57:07;1137;1526;Getreide...;3;Tt.
16920;06.08.2012 09:55:20;9081;1377;Schampoo, Markt IBK 3.8.2012;0,5;Tt.
16921;06.08.2012 09:56:18;1665;3598;2 x Seife, Markt IBK 3.8.2012;1;Tt.
16956;07.08.2012 11:04:59;1099;9224;2 x massieren;3;Tt.
17067;08.08.2012 08:22:26;1596;1622;Blumen gießen;1,5;Tt.
17068;08.08.2012 08:24:09;1596;1537;Elektroarbeiten;0,5;Tt.
17257;08.08.2012 16:14:49;1714;1669;danke für deine Hilfe;3;Tt.
17259;08.08.2012 16:15:43;1714;1667;danke für deine Hilfe;2,5;Tt.
17264;09.08.2012 09:14:18;1715;1499;Danke für umfangreiche HP-Hilfe und Folgearbeiten.;5;Tt.
17444;09.08.2012 22:42:10;1298;3026;3 x Eier, lt. Fax von Rosi;0,9;Tt.
17580;10.08.2012 19:09:33;1515;1505;Hilfe bei Gartenarbeit, danke;1;Tt.
17581;10.08.2012 19:10:06;1515;1667;danke für massage;2,5;Tt.
17582;10.08.2012 19:17:09;1515;1505;danke für deine Hilfe im Garten 9.8.12;1;Tt.
17583;12.08.2012 09:04:53;1667;1311;Apfelsaft am 10.08.2012;1,8;Tt.
17584;12.08.2012 21:55:46;1473;1715;danke für die Behandlung;1,5;Tt.
17834;15.08.2012 12:03:45;9081;1688;"Danke für den Kuchen, wir werden ihn heute beim Gartenfest genießen.
Otmar";1;Tt.
17836;15.08.2012 21:47:36;1667;1665;Mithilfe am 15. 08. 2012;3,6;Tt.
17838;15.08.2012 22:58:05;1688;2419;Nüsse;0,6;Tt.
17870;16.08.2012 11:04:07;8858;1137;Vielen Dank für die Decke. Habe sie heute bekommen. Werde sie ausprobieren.  Wenn ich noch eine 2. brauche , melde ich mich im september. Muß ich etwas bei der Reinigung beachten, oder vielmehr , wie geht man mit so einer decke um. Bitte schreiben sie mir , ob es mit der Bezahlung paßt. Vielen Dank Edeltraud Gütl;15;Tt.
17900;16.08.2012 21:33:56;1483;9081;"Räucherwerk Verantwortung,
Heidelberger Kräuterpulver";2,2;Tt.
17901;16.08.2012 21:34:55;1483;1665;Keimbrot backen, Jurte;1;Tt.
17918;17.08.2012 10:21:30;1295;1273;PC Hilfe;2;Tt.
17919;17.08.2012 10:35:31;1420;3028;Betreuung meiner Mutter lt. Zettel vom 16.6.2012;5;Tt.
17920;17.08.2012 10:36:26;1420;3028;Betreuung meiner Mutter lt. Zettel vom 03.07.2012;5;Tt.
17959;17.08.2012 13:38:41;9081;10239;Keimbrotbacken Christine Posch;1;Tt.
18141;20.08.2012 13:31:20;1135;1540;segeln !;5;Tt.
18365;21.08.2012 11:12:58;1483;7503;Holzarbeiten mit Motorsäge;2,5;Tt.
18675;22.08.2012 10:23:49;10586;1499;edv-training;3;Tt.
18900;22.08.2012 22:01:50;1701;1135;Buffet. Sorry wurde total vergessen. Grüße Gabriele;20;Tt.
18901;23.08.2012 08:11:05;1515;1681;danke für deine Mithilfe am 16.8.2012;3;Tt.
18902;23.08.2012 08:11:56;1515;1667;danke für deine Massage am 20.8.2012;2,5;Tt.
18903;23.08.2012 08:14:09;999;1515;Buchungen & Organisation für April 2012;30;Tt.
18904;23.08.2012 08:14:41;999;1515;Buchungen & Organisation für Mai 2012;30;Tt.
18905;23.08.2012 08:15:12;999;1515;Buchungen & Organisation für Juni 2012;30;Tt.
18906;23.08.2012 08:15:39;999;1515;Buchungen & Organisation für Juli 2012;30;Tt.
19137;23.08.2012 22:42:03;1137;9291;Urlaubsentgelt. Ganz liebe Grüße Thomas;20;Tt.
19138;23.08.2012 22:44:52;1137;1483;"Kartoffelernte; ganz liebe Grüße Thomas";4;Tt.
19139;23.08.2012 23:27:56;10239;8302;Mitarbeit Autark werden Kurs August;5,25;Tt.
19140;23.08.2012 23:33:58;10239;9063;Vortrag Sennerei Autark werdem Kurs August;4;Tt.
20250;28.08.2012 16:44:39;1483;7503;"Holz schneiden mit Motorsäge,
Beleuchtung reparieren,
herzlichen Dank!";1,5;Tt.
20289;29.08.2012 10:31:31;3598;1137;Gemüse;1;Tt.
20908;31.08.2012 10:31:22;10586;1499;pc nachhilfe;1,5;Tt.
21104;01.09.2012 15:30:24;5225;1311;1 Kiste Apfelsaft vom 31.8.2012;1,8;Tt.
21106;04.09.2012 09:35:30;1426;1540;Das CouchSurfing Buch, Lieferdatum: 12.6.2012;1,3;Tt.
21107;04.09.2012 10:45:46;1220;1540;Segeln am Plansee am 2.9.12;5;Tt.
21108;04.09.2012 15:12:32;1540;1536;Gutschein u. Fani;6;Tt.
21109;04.09.2012 19:59:27;1667;1665;Mithilfe am 04.09.2012;4;Tt.
21112;04.09.2012 20:47:50;5056;1572;Für Reindling danke;1;Tt.
21115;04.09.2012 20:56:58;5056;8407;Ausgleich  bei Austritt   ( bez. in Euro ) ;1,55;Tt.
21124;06.09.2012 06:26:30;1515;1667;danke für deine am 31.8.2012;2,5;Tt.
21125;06.09.2012 06:27:13;1515;1505;danke für deine Mithilfe im Garten;2;Tt.
21127;06.09.2012 09:25:15;1330;1515;Näharbeit in letzter Minute;1;Tt.
21129;07.09.2012 10:28:34;1536;1545;Fenster putzen und Grab;2;Tt.
21130;09.09.2012 00:58:20;1473;1715;sitzung, danke! lg gertraud;1,5;Tt.
21132;10.09.2012 10:30:27;1377;3598;3 Seifen, 1 Seifenschale;2,5;Tt.
21134;10.09.2012 10:31:45;3598;1377;Kräutersalz;0,35;Tt.
21135;10.09.2012 10:32:23;1220;3598;1 Seife, 1 Seifenschale;1,5;Tt.
21136;10.09.2012 10:32:59;1220;1377;Johanniskrautöl, Kräutersalz;0,85;Tt.
21137;10.09.2012 10:33:56;1483;1377;Essig, Johanniskrautöl;0,75;Tt.
21138;10.09.2012 10:34:32;1526;1377;Honig;0,5;Tt.
21139;10.09.2012 10:34:57;1526;1135;Aloe Vera;1;Tt.
21140;10.09.2012 10:35:37;1483;1173;CD;1;Tt.
21142;10.09.2012 21:31:26;1227;1220;"fotos für homepage und flyer ""atelier für musiktherapie""";1,5;Tt.
21143;10.09.2012 21:32:12;1227;1426;computer coaching und so;1,5;Tt.
21144;11.09.2012 09:07:42;1515;1667;Massage am 6.9.2012, danke;2,5;Tt.
21146;12.09.2012 12:24:28;5763;1620;Fächer;0,5;Tt.
21147;12.09.2012 13:48:49;3598;1137;Gemüse;1,5;Tt.
21148;12.09.2012 22:08:05;1515;1667;danke für deine Massage am 12.9.2012;2,5;Tt.
21149;12.09.2012 22:10:15;1515;1311;danke für deinen Apfelsaft 2 x;3,6;Tt.
21151;16.09.2012 09:57:54;1137;1483;Heuhilfe - vielen Dank!;3;Tt.
21153;16.09.2012 19:54:33;1604;3028;Kranz, Kufsteintreffen am 15. Sept. 2012;1;Tt.
21154;16.09.2012 19:55:28;1604;1295;Hollersirup, Kufsteintreffen am 15. Sept. 2012;0,5;Tt.
21157;16.09.2012 19:58:07;1505;1295;Hollersirup, Kufsteintreffen am 15. Sept. 2012;0,5;Tt.
21158;16.09.2012 19:58:54;1505;1298;Nudeln, Kufsteintreffen am 15. Sept. 2012;0,44;Tt.
21161;16.09.2012 21:49:44;1277;1298;Nudeln, Kufsteintreffen am 15. Sept. 2012;0,44;Tt.
21162;16.09.2012 21:50:41;1277;3205;Soße, Kufsteintreffen am 15. Sept. 2012;0,05;Tt.
21163;16.09.2012 21:51:42;1277;3028;Kranz, Kufsteintreffen am 15. Sept. 2012;1;Tt.
21164;16.09.2012 21:53:47;10586;3028;Kranz, Kufsteintreffen am 15. Sept. 2012;1;Tt.
21165;16.09.2012 21:55:25;1515;10586;Socken * Marmelade, Kufsteintreffen am 15. Sept. 2012;2,5;Tt.
21166;16.09.2012 21:59:23;1515;3205;versch- Teile, Kufsteintreffen am 15. Sept. 2012;2,55;Tt.
21169;17.09.2012 20:31:59;1515;10586;2 x Marmelade, Kufsteintreffen am 15.9.2012;0,8;Tt.
21170;17.09.2012 20:32:49;3205;10586;2 x Marmelade, Kufsteintreffen am 15.9.2012;0,8;Tt.
21171;17.09.2012 20:34:10;1295;1298;Polenta, Nudeln, Kufsteintreffen am 15.9.2012;1,34;Tt.
21172;17.09.2012 20:35:11;3028;1298;Kufsteintreffen am 15.9.2012;0,16;Tt.
21173;17.09.2012 20:36:36;1665;1298;2 x Schnaps, Nudeln, Kufsteintreffen am 15.9.2012;2,11;Tt.
21175;17.09.2012 20:38:21;1665;3205;Keckse, Chrunchy, Sekt, Kufsteintreffen am 15.9.2012;1;Tt.
21177;17.09.2012 20:39:53;999;1597;Raumbenutzung Kufsteintreffen am 15.9.2012;2;Tt.
21178;17.09.2012 20:41:24;1496;1298;Nudeln und Likör, Kufsteintreffen am 15.9.2012;0,83;Tt.
21179;17.09.2012 20:42:48;1496;3205;Soßenbinder, Kufsteintreffen am 15.9.2012;0,07;Tt.
21181;19.09.2012 13:54:17;3598;1137;Gemüse;1,5;Tt.
21183;19.09.2012 18:08:39;1295;1420;Hilfe im Haushalt am 19.09.2012;2;Tt.
21184;20.09.2012 08:21:51;1298;3205;Kaffee, Kufsteintreffen am 15.Sept. 2012;0,5;Tt.
21185;20.09.2012 08:24:13;1298;3205;Kekse, Kufsteintreffen am 15.Sept. 2012;0,1;Tt.
21186;20.09.2012 08:25:05;1277;3205;Thermometer, Kufsteintreffen am 15.Sept. 2012;0,5;Tt.
21187;20.09.2012 09:17:09;3231;8896;" 	Übertrag - VSG Time Linz,
Konto wird dort aufgelöst (vereinart mit Brigitte Schmid Linz)
";62,55;Tt.
21189;21.09.2012 08:54:22;1295;4828;Hilfe beim Holztragen, danke!;1;Tt.
21190;21.09.2012 16:51:53;10586;1499;pc-kurs;3;Tt.
21191;21.09.2012 19:32:21;1650;4355;waschen und legen am 20.9.2012;2;Tt.
21192;21.09.2012 19:39:32;1473;1715;danke für die Behandlung;1,5;Tt.
21193;21.09.2012 19:40:08;1473;1665;Brotbacken, schmeckt ausgezeichnet!!!!!!;1;Tt.
21194;22.09.2012 15:40:14;1515;4828;danke für deine Mithilfe, Fahrgeld, + Werkzeug;6;Tt.
21195;22.09.2012 15:41:37;1515;1667;danke für deine Massage am 21.9.2012;2,5;Tt.
21196;22.09.2012 15:42:09;1515;1505;danke für deine Hilfe im Garten;1;Tt.
21197;24.09.2012 10:32:24;1515;4828;danke Martin;2;Tt.
21198;24.09.2012 11:48:39;1536;1622;Fußpflege Erika Lang;1;Tt.
21199;24.09.2012 16:48:03;10586;1499;pc-unterricht;1,5;Tt.
21200;24.09.2012 20:02:31;1268;1688;danke für den Kuchen, Angelika;2;Tt.
21202;26.09.2012 13:38:08;1701;1515;2 x Öl;0,6;Tt.
21203;28.09.2012 08:48:46;1295;1420;"Hilfe im Haushalt am 28.09.2012
frische Kräuter und Äpfel";3;Tt.
21204;29.09.2012 14:25:10;1515;1667;danke für alles;7,5;Tt.
21205;29.09.2012 15:28:30;3598;1137;Gemüse;1,9;Tt.
21207;29.09.2012 17:57:12;1667;1311;Apfelsaft;1,8;Tt.
21209;29.09.2012 19:18:14;3028;1697;Obst, 24.9.12;1;Tt.
21210;29.09.2012 19:19:00;3028;1137;Kartoffeln, 24.9.12;0,5;Tt.
21211;29.09.2012 19:20:30;1277;1697;Obst, 24.9.12;1,1;Tt.
21212;29.09.2012 19:21:18;1277;1137;Kürbisse, 24.9.12;1;Tt.
21213;29.09.2012 19:22:22;1298;1697;Obst, 24.9.12;1,2;Tt.
